lemma,compound,occurences,mean_kids,mean_kids_uniq,median_kids,median_kids_uniq,min_kids,min_kids_uniq,max_kids,max_kids_uniq,stdev_kids,stdev_kids_uniq,pstdev_kids,pstdev_kids_uniq
harrastama,,75,2.43,2.33,2.0,2.0,1,1,6,6,1.08,0.96,1.07,0.96
informeerima,,75,2.99,2.87,3.0,3.0,0,0,6,5,1.17,1.09,1.16,1.09
jätma,pooleli,75,2.43,2.25,2.0,2.0,0,0,6,5,1.34,1.16,1.33,1.16
kallutama,,75,2.99,2.84,3.0,3.0,0,0,5,5,1.12,1.01,1.11,1.01
kohtlema,,75,2.84,2.68,3.0,3.0,0,0,6,5,1.22,1.07,1.21,1.06
lüpsma,,75,2.49,2.43,2.0,2.0,0,0,5,5,1.11,1.04,1.1,1.04
mahutama,,75,2.45,2.36,2.0,2.0,1,1,6,5,1.04,0.95,1.04,0.95
nõrgenema,,75,1.8,1.76,2.0,2.0,0,0,5,4,0.93,0.87,0.92,0.86
salvestama,,75,2.29,2.19,2.0,2.0,0,0,5,5,1.21,1.16,1.2,1.15
tõmbama,kinni,75,2.32,2.17,2.0,2.0,0,0,6,5,1.24,1.06,1.23,1.05
tõrkuma,,75,2.15,2.05,2.0,2.0,0,0,6,5,1.11,1.0,1.1,0.99
hüppama,püsti,74,1.61,1.55,2.0,2.0,0,0,5,4,1.04,0.97,1.04,0.96
jäljendama,,74,2.65,2.54,3.0,2.0,0,0,5,5,1.03,0.95,1.02,0.95
jääma,peale,74,2.05,1.96,2.0,2.0,1,1,4,4,0.95,0.9,0.94,0.89
kerkima,üles,74,2.39,2.26,2.0,2.0,0,0,6,5,1.12,0.99,1.11,0.99
kukkuma,läbi,74,1.93,1.78,2.0,2.0,0,0,4,4,1.02,0.91,1.02,0.9
kõrvetama,,74,2.07,1.99,2.0,2.0,0,0,6,6,1.27,1.19,1.27,1.18
nohisema,,74,1.53,1.42,1.0,1.0,0,0,4,3,0.97,0.88,0.96,0.87
pilduma,,74,2.57,2.5,3.0,2.0,0,0,7,7,1.17,1.14,1.16,1.13
stimuleerima,,74,2.47,2.39,2.0,2.0,1,1,5,5,0.85,0.77,0.84,0.77
surema,välja,74,2.07,1.91,2.0,2.0,0,0,5,4,1.15,0.95,1.14,0.95
tohtima,,74,1.07,0.96,1.0,1.0,0,0,3,3,0.85,0.73,0.84,0.72
töötlema,,74,2.57,2.43,3.0,2.0,0,0,5,4,0.94,0.86,0.93,0.86
vapustama,,74,2.57,2.47,3.0,2.0,0,0,5,5,0.94,0.85,0.93,0.84
askeldama,,73,2.26,2.15,2.0,2.0,0,0,5,4,1.03,0.88,1.02,0.87
astuma,edasi,73,1.53,1.47,1.0,1.0,0,0,5,5,1.26,1.17,1.25,1.16
halvendama,,73,2.37,2.3,2.0,2.0,0,0,6,5,1.05,0.97,1.04,0.96
hääldama,,73,3.0,2.81,3.0,3.0,0,0,6,5,1.0,0.91,0.99,0.9
hüppama,välja,73,2.18,2.05,2.0,2.0,0,0,6,4,1.15,0.98,1.14,0.98
ilutsema,,73,2.48,2.33,2.0,2.0,1,1,5,4,0.88,0.69,0.88,0.68
kiusama,,73,2.38,2.29,2.0,2.0,0,0,5,4,1.05,0.96,1.04,0.96
kohustuma,,73,2.62,2.58,3.0,3.0,0,0,5,5,1.23,1.22,1.22,1.22
loksuma,,73,2.48,2.4,2.0,2.0,0,0,5,5,1.17,1.1,1.16,1.09
lükkama,ümber,73,2.22,2.14,2.0,2.0,0,0,6,5,1.18,1.05,1.17,1.04
pigistama,kinni,73,2.21,2.11,2.0,2.0,1,1,5,4,0.97,0.87,0.96,0.87
viima,kaasa,73,2.88,2.68,3.0,3.0,0,0,6,5,1.37,1.23,1.36,1.23
elama,üle,72,2.38,2.19,2.0,2.0,0,0,5,4,1.2,1.1,1.2,1.09
kaugenema,,72,1.85,1.75,2.0,2.0,0,0,5,4,1.15,1.03,1.14,1.02
lainetama,,72,1.78,1.69,2.0,2.0,0,0,4,4,1.04,0.94,1.03,0.94
lakkuma,,72,2.28,2.18,2.0,2.0,0,0,5,5,1.36,1.25,1.35,1.24
laotama,,72,2.75,2.57,3.0,2.0,0,0,5,5,1.07,0.95,1.06,0.94
lõikuma,,72,2.32,2.29,2.0,2.0,0,0,5,5,1.11,1.07,1.1,1.06
nägema,läbi,72,2.42,2.31,2.0,2.0,0,0,5,5,1.07,1.02,1.06,1.01
teadma,ette,72,2.29,2.22,2.0,2.0,0,0,5,4,0.93,0.83,0.92,0.82
alistuma,,71,2.27,2.17,2.0,2.0,0,0,6,5,1.38,1.29,1.37,1.28
eirama,,71,2.44,2.39,2.0,2.0,0,0,4,4,0.94,0.9,0.93,0.9
käima,välja,71,2.77,2.66,3.0,3.0,1,1,5,5,0.99,0.98,0.98,0.98
lonkama,,71,2.01,1.89,2.0,2.0,0,0,5,4,1.09,0.95,1.08,0.94
lülitama,sisse,71,1.86,1.79,2.0,2.0,1,1,5,4,0.87,0.77,0.86,0.77
mattuma,,71,1.93,1.89,2.0,2.0,0,0,5,5,1.09,1.05,1.08,1.04
nõjatuma,,71,2.41,2.28,2.0,2.0,0,0,6,6,1.13,1.04,1.12,1.04
ragisema,,71,1.68,1.59,2.0,2.0,0,0,4,3,0.92,0.8,0.92,0.8
ringlema,,71,2.46,2.32,3.0,2.0,0,0,4,4,0.86,0.81,0.85,0.8
tulema,edasi,71,1.2,1.13,1.0,1.0,0,0,3,3,0.82,0.72,0.82,0.71
vaatama,alla,71,2.06,1.82,2.0,2.0,0,0,6,5,1.44,1.17,1.43,1.17
ihaldama,,70,2.34,2.21,2.0,2.0,0,0,4,4,0.92,0.81,0.91,0.81
minema,kokku,70,2.51,2.39,2.0,2.0,0,0,5,5,1.05,0.95,1.04,0.95
pillama,,70,2.63,2.54,3.0,2.0,1,1,5,5,1.02,0.99,1.02,0.98
sagenema,,70,1.81,1.77,2.0,2.0,0,0,5,5,1.16,1.11,1.15,1.1
siluma,,70,2.0,1.96,2.0,2.0,0,0,4,4,1.02,1.03,1.01,1.02
sujuma,,70,2.37,2.21,2.0,2.0,1,1,7,5,1.09,0.92,1.08,0.91
testima,,70,2.11,2.03,2.0,2.0,0,0,5,5,1.25,1.18,1.24,1.17
tähtsustama,,70,2.63,2.57,3.0,2.0,1,1,6,6,1.04,1.04,1.03,1.04
deklareerima,,69,2.46,2.33,2.0,2.0,0,0,6,5,1.17,1.0,1.16,0.99
kergendama,,69,2.29,2.23,2.0,2.0,0,0,5,5,0.94,0.86,0.93,0.85
luuletama,,69,1.68,1.49,2.0,2.0,0,0,6,4,1.31,1.08,1.3,1.07
mühatama,,69,1.59,1.52,1.0,1.0,0,0,5,3,0.9,0.76,0.89,0.75
põrkama,,69,2.49,2.36,2.0,2.0,1,1,8,6,1.3,1.08,1.29,1.08
rääkima,edasi,69,1.55,1.48,1.0,1.0,0,0,5,4,1.01,0.88,1.0,0.88
toibuma,,69,1.59,1.57,2.0,2.0,0,0,4,4,1.03,0.99,1.03,0.99
tulema,kohale,69,1.96,1.93,2.0,2.0,0,0,4,4,0.9,0.88,0.89,0.87
vahistama,,69,2.96,2.83,3.0,3.0,1,1,6,6,1.19,1.1,1.18,1.09
ühmama,,69,1.3,1.26,1.0,1.0,0,0,3,3,0.85,0.8,0.84,0.79
kahandama,,68,2.59,2.56,3.0,3.0,0,0,5,4,0.93,0.89,0.93,0.88
lohistama,,68,2.84,2.75,3.0,3.0,0,0,5,5,1.28,1.2,1.27,1.19
lõhkema,,68,1.93,1.75,2.0,2.0,0,0,5,5,1.26,1.11,1.25,1.1
lööma,kaasa,68,2.22,2.12,2.0,2.0,1,1,4,4,0.81,0.74,0.8,0.74
pöörlema,,68,1.75,1.72,2.0,2.0,0,0,3,3,0.92,0.9,0.91,0.89
pürgima,,68,2.74,2.54,3.0,2.0,1,1,5,5,1.02,0.84,1.01,0.83
väsitama,,68,1.75,1.66,2.0,2.0,0,0,5,4,1.04,0.92,1.03,0.92
ülistama,,68,2.25,2.16,2.0,2.0,0,0,4,4,0.85,0.78,0.85,0.78
dikteerima,,67,2.54,2.36,2.0,2.0,0,0,7,6,1.29,1.1,1.29,1.09
ignoreerima,,67,2.46,2.31,2.0,2.0,0,0,5,5,1.13,0.99,1.12,0.98
kutsuma,kokku,67,2.81,2.72,3.0,3.0,1,1,6,6,1.06,1.03,1.05,1.02
langema,ära,67,1.96,1.9,2.0,2.0,1,1,4,4,0.81,0.76,0.8,0.76
lõikama,läbi,67,2.72,2.57,3.0,2.0,1,1,6,6,1.15,1.05,1.14,1.04
lööma,kokku,67,2.19,2.13,2.0,2.0,0,0,6,6,1.21,1.13,1.2,1.12
naljatama,,67,1.34,1.31,1.0,1.0,0,0,4,4,0.73,0.68,0.72,0.67
püüdlema,,67,2.45,2.4,2.0,2.0,1,1,5,5,0.99,0.92,0.98,0.92
sobima,kokku,67,2.52,2.36,2.0,2.0,1,1,5,4,0.86,0.73,0.85,0.73
tuiskama,,67,1.78,1.72,2.0,2.0,0,0,5,4,1.23,1.14,1.22,1.13
tõmbama,ära,67,2.67,2.51,3.0,2.0,1,1,5,4,0.98,0.93,0.97,0.92
viima,edasi,67,2.33,2.27,2.0,2.0,0,0,6,6,1.16,1.1,1.15,1.09
välgatama,,67,2.49,2.36,2.0,2.0,1,1,5,5,1.01,0.87,1.0,0.86
hoomama,,66,2.56,2.42,2.5,2.0,1,1,5,5,1.11,0.98,1.1,0.97
istutama,,66,2.85,2.68,3.0,3.0,0,0,7,5,1.37,1.22,1.36,1.21
konstrueerima,,66,2.45,2.32,2.5,2.0,0,0,7,6,1.34,1.23,1.33,1.22
lennutama,,66,2.95,2.79,3.0,3.0,1,1,7,6,1.36,1.14,1.35,1.14
pakkima,,66,2.41,2.32,2.0,2.0,1,1,6,6,1.11,1.11,1.1,1.1
propageerima,,66,2.36,2.32,2.0,2.0,0,0,4,4,1.02,0.99,1.01,0.99
ratsutama,,66,2.44,2.33,2.5,2.0,0,0,4,4,0.96,0.9,0.96,0.89
taunima,,66,2.48,2.38,2.0,2.0,1,1,6,5,1.06,0.89,1.05,0.88
tulema,alla,66,2.21,2.03,2.0,2.0,0,0,5,4,1.09,0.89,1.08,0.89
tunnistama,üles,66,2.06,2.02,2.0,2.0,0,0,5,5,1.15,1.12,1.14,1.11
ajama,ära,65,2.38,2.28,2.0,2.0,0,0,6,5,1.26,1.14,1.25,1.13
astuma,ligi,65,1.43,1.4,1.0,1.0,0,0,4,4,0.92,0.88,0.91,0.87
hellitama,,65,2.62,2.25,3.0,2.0,0,0,6,4,1.43,1.13,1.42,1.12
lähendama,,65,2.82,2.65,3.0,3.0,1,1,6,4,1.06,0.8,1.05,0.79
munema,,65,2.08,1.98,2.0,2.0,1,1,5,4,0.99,0.89,0.98,0.89
olema,koha,65,1.66,1.57,2.0,2.0,0,0,5,3,0.87,0.71,0.86,0.7
sõidutama,,65,3.18,3.08,3.0,3.0,1,1,6,6,1.16,1.18,1.15,1.17
tikkuma,,65,2.63,2.52,2.0,2.0,0,0,6,5,1.17,0.95,1.16,0.95
ägama,,65,1.6,1.55,2.0,2.0,0,0,5,4,1.09,1.03,1.08,1.02
haistma,,64,2.16,2.05,2.0,2.0,0,0,7,5,1.35,1.16,1.34,1.15
hüvitama,,64,3.2,3.0,3.0,3.0,1,1,7,7,1.24,1.18,1.23,1.17
kiikama,,64,2.38,2.28,2.0,2.0,0,0,5,5,1.25,1.15,1.24,1.14
laskma,sisse,64,2.28,2.22,2.0,2.0,0,0,6,6,1.37,1.3,1.36,1.29
manama,,64,2.7,2.58,2.5,2.0,0,0,6,6,1.32,1.26,1.31,1.25
panema,tähele,64,1.8,1.8,2.0,2.0,0,0,6,6,1.25,1.25,1.24,1.24
põlvitama,,64,1.98,1.97,2.0,2.0,0,0,5,5,1.0,0.98,0.99,0.97
randuma,,64,0.81,0.77,0.0,0.0,0,0,4,4,1.17,1.08,1.16,1.07
väänama,,64,2.44,2.34,2.0,2.0,0,0,5,5,1.36,1.29,1.34,1.28
aurama,,63,1.87,1.86,2.0,2.0,0,0,6,6,0.98,0.96,0.97,0.96
blokeerima,,63,2.59,2.52,2.0,2.0,1,1,5,5,1.09,1.05,1.08,1.04
elama,läbi,63,2.59,2.33,3.0,2.0,0,0,6,5,1.3,1.11,1.29,1.1
genereerima,,63,2.51,2.38,2.0,2.0,1,1,5,4,0.86,0.73,0.85,0.72
jahtuma,,63,1.65,1.48,2.0,1.0,0,0,4,4,1.19,1.03,1.18,1.02
jätma,välja,63,2.92,2.76,3.0,3.0,0,0,6,5,1.17,1.09,1.16,1.08
leidma,eest,63,1.98,1.95,2.0,2.0,1,1,4,4,0.87,0.83,0.86,0.82
luurama,,63,2.33,2.19,2.0,2.0,0,0,5,4,1.0,0.88,0.99,0.87
motiveerima,,63,2.29,2.22,2.0,2.0,0,0,5,5,1.16,1.1,1.15,1.09
mõnitama,,63,2.25,2.14,2.0,2.0,0,0,7,6,1.37,1.18,1.36,1.17
opereerima,,63,2.37,2.29,2.0,2.0,1,1,5,5,1.0,0.96,1.0,0.95
peletama,eemale,63,2.49,2.41,3.0,2.0,0,0,5,5,1.09,1.06,1.08,1.05
planeerima,,63,2.83,2.75,3.0,3.0,0,0,5,5,1.14,1.09,1.13,1.08
rahastama,,63,2.68,2.54,2.0,2.0,1,1,6,6,1.06,0.93,1.05,0.92
rebima,lahti,63,2.51,2.43,2.0,2.0,1,1,7,7,1.29,1.2,1.28,1.19
ronima,üles,63,2.17,2.13,2.0,2.0,0,0,5,5,1.14,1.11,1.13,1.11
sokutama,,63,3.6,3.37,4.0,3.0,0,0,7,6,1.4,1.29,1.39,1.28
suvatsema,,63,2.37,2.3,2.0,2.0,1,1,5,5,1.04,0.93,1.03,0.92
tammuma,,63,2.54,2.43,2.0,2.0,0,0,7,5,1.28,1.12,1.27,1.11
tarvitsema,,63,2.08,2.05,2.0,2.0,1,1,4,4,0.85,0.83,0.84,0.82
tiirutama,,63,2.52,2.38,2.0,2.0,1,1,5,5,1.12,1.01,1.11,1.0
tukkuma,,63,2.0,1.89,2.0,2.0,0,0,6,6,1.03,0.99,1.02,0.98
vaatama,sisse,63,2.1,2.03,2.0,2.0,0,0,5,4,1.19,1.11,1.18,1.1
viirastuma,,63,2.6,2.44,3.0,3.0,0,0,6,6,1.34,1.15,1.33,1.14
viivitama,,63,1.7,1.67,2.0,2.0,0,0,4,4,0.91,0.9,0.9,0.89
elama,koos,62,2.13,2.05,2.0,2.0,0,0,6,6,1.05,0.98,1.04,0.97
helkima,,62,1.87,1.81,2.0,2.0,0,0,4,3,0.84,0.79,0.83,0.78
hülgama,,62,2.55,2.44,2.0,2.0,1,1,6,5,1.04,0.88,1.03,0.87
hüplema,,62,1.87,1.79,2.0,2.0,0,0,5,4,1.06,0.99,1.05,0.99
kiirenema,,62,2.13,2.0,2.0,2.0,0,0,6,6,1.37,1.25,1.36,1.24
korjama,üles,62,2.69,2.61,3.0,3.0,0,0,5,5,1.1,1.03,1.09,1.02
kulmineeruma,,62,2.52,2.42,3.0,2.0,1,1,4,4,0.84,0.84,0.84,0.83
külmetama,,62,1.84,1.71,2.0,2.0,0,0,6,4,1.26,1.03,1.25,1.02
küsima,vastu,62,1.16,1.11,1.0,1.0,0,0,3,3,0.81,0.73,0.81,0.72
lajatama,,62,2.55,2.5,2.0,2.0,0,0,5,5,1.17,1.16,1.16,1.15
laskma,välja,62,2.63,2.5,3.0,3.0,1,1,4,4,0.94,0.88,0.94,0.88
näitama,üles,62,2.94,2.77,3.0,3.0,1,1,6,5,0.99,0.82,0.98,0.81
pöörama,ümber,62,1.52,1.45,1.5,1.0,0,0,4,4,1.05,0.97,1.04,0.96
rammima,,62,2.81,2.61,2.0,2.0,1,1,8,8,1.5,1.32,1.49,1.31
seiskuma,,62,1.81,1.74,1.0,1.0,0,0,5,5,1.24,1.16,1.23,1.15
sõitma,läbi,62,2.71,2.63,2.5,2.0,0,0,6,5,1.16,1.09,1.16,1.08
söötma,,62,2.29,2.18,2.0,2.0,0,0,6,5,1.48,1.3,1.46,1.29
vastandama,,62,2.87,2.76,3.0,3.0,1,1,5,5,0.95,0.94,0.94,0.93
väristama,,62,2.24,2.21,2.0,2.0,0,0,5,5,1.0,0.98,0.99,0.97
võluma,,62,2.65,2.5,3.0,2.0,0,0,5,5,1.03,0.97,1.02,0.96
võrsuma,,62,1.76,1.71,2.0,2.0,0,0,4,4,0.92,0.86,0.91,0.85
aduma,,61,2.49,2.36,2.0,2.0,0,0,6,5,1.23,1.02,1.22,1.01
astuma,ette,61,2.23,2.1,2.0,2.0,0,0,6,4,1.13,1.0,1.12,0.99
finantseerima,,61,2.44,2.39,2.0,2.0,0,0,4,4,0.81,0.82,0.8,0.82
kisama,,61,1.75,1.66,2.0,2.0,0,0,4,4,1.07,0.96,1.07,0.96
kumisema,,61,2.11,2.03,2.0,2.0,0,0,4,4,1.08,1.0,1.07,0.99
mõmisema,,61,1.52,1.49,1.0,1.0,0,0,3,3,0.85,0.81,0.84,0.8
möirgama,,61,1.69,1.66,1.0,1.0,0,0,4,4,1.04,1.01,1.03,1.01
pidurduma,,61,1.46,1.36,1.0,1.0,0,0,4,4,1.26,1.13,1.25,1.12
pobisema,,61,1.72,1.67,2.0,2.0,0,0,4,4,0.95,0.91,0.94,0.9
pöörduma,ümber,61,1.51,1.39,2.0,1.0,0,0,4,3,0.92,0.78,0.92,0.77
seisma,püsti,61,1.93,1.87,2.0,2.0,0,0,4,4,0.77,0.76,0.77,0.76
sähvatama,,61,2.33,2.21,2.0,2.0,0,0,5,4,1.01,0.88,1.0,0.87
vaidlustama,,61,2.43,2.38,2.0,2.0,1,1,5,4,0.83,0.8,0.82,0.79
vilkuma,,61,2.28,2.05,2.0,2.0,1,1,4,4,0.95,0.78,0.94,0.78
õppima,ära,61,2.43,2.33,2.0,2.0,0,0,5,4,1.07,1.0,1.06,0.99
higistama,,60,1.8,1.7,2.0,2.0,0,0,5,4,1.22,1.08,1.21,1.07
keerama,lahti,60,2.22,2.1,2.0,2.0,0,0,5,5,1.08,1.04,1.07,1.03
koordineerima,,60,2.22,2.15,2.0,2.0,1,1,4,4,0.76,0.76,0.75,0.75
köhima,,60,1.38,1.28,1.0,1.0,0,0,5,4,1.08,0.9,1.07,0.9
laadima,,60,2.18,2.1,2.0,2.0,0,0,6,6,1.62,1.54,1.61,1.52
luhtuma,,60,1.18,1.13,1.0,1.0,0,0,4,4,0.98,0.91,0.97,0.9
moonduma,,60,2.13,2.05,2.0,2.0,0,0,4,4,1.21,1.13,1.2,1.12
nokkima,,60,2.35,2.18,2.0,2.0,0,0,4,4,1.12,1.02,1.11,1.01
paigutuma,,60,2.28,2.23,2.0,2.0,0,0,6,5,1.17,1.08,1.16,1.07
peletama,,60,2.65,2.5,3.0,3.0,1,1,5,5,1.33,1.23,1.31,1.22
pretendeerima,,60,2.5,2.38,2.0,2.0,1,1,4,4,0.79,0.72,0.79,0.71
sõitma,ringi,60,2.35,2.23,2.0,2.0,0,0,5,5,1.09,1.03,1.08,1.02
võtma,lahti,60,2.45,2.37,2.0,2.0,1,1,5,5,1.1,1.04,1.09,1.03
aeglustuma,,59,1.93,1.83,2.0,2.0,0,0,5,4,1.08,0.93,1.07,0.92
anuma,,59,1.44,1.44,1.0,1.0,0,0,4,4,0.91,0.91,0.91,0.91
hädaldama,,59,1.36,1.34,1.0,1.0,0,0,4,4,0.83,0.8,0.82,0.79
hääbuma,,59,1.81,1.75,2.0,2.0,0,0,6,6,1.09,1.04,1.08,1.03
hõõguma,,59,2.05,2.0,2.0,2.0,1,1,4,3,0.65,0.62,0.65,0.61
jahtima,,59,2.29,2.15,2.0,2.0,0,0,5,4,1.03,0.85,1.03,0.84
jätma,kõrvale,59,2.36,2.19,2.0,2.0,1,1,5,4,1.06,0.94,1.05,0.93
keerama,ringi,59,1.73,1.64,2.0,1.0,0,0,5,5,1.08,1.0,1.07,0.99
kiljatama,,59,1.41,1.34,1.0,1.0,0,0,5,4,0.89,0.73,0.89,0.73
korrastama,,59,1.86,1.8,2.0,2.0,0,0,4,4,0.94,0.87,0.93,0.86
lenduma,,59,2.36,2.24,2.0,2.0,0,0,5,5,1.26,1.18,1.25,1.17
liibuma,,59,2.63,2.47,3.0,2.0,0,0,5,5,1.05,0.95,1.04,0.95
ohverdama,,59,2.76,2.66,3.0,3.0,0,0,6,5,1.19,1.11,1.18,1.1
paeluma,,59,2.61,2.46,3.0,3.0,0,0,5,4,0.98,0.86,0.97,0.85
panema,välja,59,2.86,2.71,3.0,3.0,1,1,7,6,1.25,1.11,1.24,1.11
suruma,maha,59,2.29,2.2,2.0,2.0,0,0,9,7,1.25,1.03,1.24,1.02
aeglustama,,58,2.36,2.31,2.0,2.0,0,0,5,5,1.05,0.98,1.05,0.97
andestama,,58,2.21,2.14,2.0,2.0,0,0,4,4,1.1,1.08,1.09,1.07
kosuma,,58,2.0,1.78,2.0,2.0,0,0,4,4,0.94,0.77,0.93,0.77
käima,üle,58,2.69,2.48,3.0,2.0,1,1,6,6,1.1,0.96,1.09,0.95
laskma,alla,58,2.45,2.38,2.0,2.0,0,0,5,5,1.23,1.15,1.22,1.14
panema,peale,58,2.05,1.98,2.0,2.0,0,0,5,5,1.13,1.07,1.12,1.06
porisema,,58,1.29,1.28,1.0,1.0,0,0,3,3,0.73,0.7,0.72,0.69
rentima,,58,2.86,2.78,3.0,3.0,1,1,5,5,1.0,0.99,0.99,0.98
saama,pihta,58,2.26,2.12,2.0,2.0,0,0,5,5,1.22,1.08,1.21,1.07
süstima,,58,2.79,2.71,3.0,3.0,0,0,6,6,1.25,1.18,1.24,1.17
tegema,valmis,58,2.45,2.33,2.0,2.0,0,0,5,5,1.13,1.0,1.12,0.99
tormama,välja,58,1.98,1.95,2.0,2.0,0,0,5,5,1.08,1.08,1.07,1.07
ahastama,,57,1.19,1.16,1.0,1.0,0,0,4,3,0.79,0.7,0.78,0.7
andma,alla,57,1.51,1.44,1.0,1.0,0,0,4,4,1.04,1.0,1.03,0.99
avardama,,57,2.33,2.28,2.0,2.0,1,1,5,5,1.01,0.98,1.0,0.97
hoidma,eemale,57,2.47,2.23,2.0,2.0,0,0,6,5,1.28,1.09,1.27,1.08
ilmestama,,57,2.37,2.35,2.0,2.0,0,0,4,4,0.88,0.9,0.87,0.89
jooksma,välja,57,1.89,1.84,2.0,2.0,0,0,4,4,1.01,0.94,1.0,0.93
lesima,,57,2.56,2.37,2.0,2.0,1,1,6,5,1.31,1.14,1.3,1.13
lülituma,,57,1.93,1.88,2.0,2.0,0,0,6,6,1.71,1.66,1.69,1.64
minema,maha,57,1.86,1.72,2.0,2.0,0,0,5,5,1.17,1.0,1.16,0.99
punetama,,57,1.75,1.7,2.0,2.0,0,0,5,4,0.99,0.87,0.98,0.86
pääsema,välja,57,2.53,2.28,3.0,2.0,0,0,5,4,1.14,0.98,1.13,0.97
rikastama,,57,2.37,2.33,2.0,2.0,1,1,5,5,1.03,0.99,1.02,0.98
ringutama,,57,1.28,1.26,1.0,1.0,0,0,5,5,1.26,1.25,1.25,1.24
surisema,,57,1.6,1.54,1.0,1.0,0,0,4,3,0.92,0.83,0.91,0.82
täienema,,57,2.26,2.16,2.0,2.0,0,0,5,4,1.09,1.0,1.08,0.99
tülitsema,,57,2.16,1.95,2.0,2.0,0,0,6,5,1.36,1.09,1.35,1.08
õõtsuma,,57,1.89,1.84,2.0,2.0,0,0,4,4,0.82,0.8,0.81,0.79
ütlema,üles,57,2.07,1.96,2.0,2.0,1,1,5,4,1.03,0.89,1.02,0.88
ahvatlema,,56,2.46,2.34,2.0,2.0,0,0,6,6,1.4,1.24,1.39,1.23
astuma,läbi,56,2.38,2.18,2.5,2.0,0,0,5,4,1.17,0.99,1.16,0.98
avalikustama,,56,2.68,2.61,3.0,3.0,1,1,4,4,0.86,0.85,0.85,0.84
hoovama,,56,2.3,2.27,2.0,2.0,1,1,4,4,0.6,0.62,0.6,0.61
johtuma,,56,2.23,2.16,2.0,2.0,1,1,6,4,0.93,0.73,0.93,0.73
kaaluma,üles,56,2.62,2.52,3.0,3.0,1,1,5,4,0.8,0.71,0.79,0.71
kahjustuma,,56,1.75,1.68,2.0,2.0,0,0,4,4,1.07,1.03,1.06,1.02
kajama,,56,2.27,2.21,2.0,2.0,0,0,6,5,1.07,0.95,1.06,0.94
kerima,,56,2.32,2.2,2.0,2.0,0,0,7,6,1.66,1.43,1.65,1.42
kompama,,56,2.29,2.18,2.0,2.0,0,0,5,4,1.33,1.19,1.32,1.18
kubisema,,56,2.34,2.29,2.0,2.0,1,1,5,4,0.77,0.68,0.76,0.67
laskma,läbi,56,2.54,2.43,2.0,2.0,1,1,6,5,1.13,0.97,1.12,0.96
laskuma,alla,56,2.25,2.14,2.0,2.0,0,0,6,5,1.24,1.1,1.23,1.09
määrduma,,56,0.61,0.57,0.0,0.0,0,0,3,3,0.78,0.74,0.77,0.73
paitama,,56,2.39,2.2,2.5,2.0,1,1,5,5,1.11,1.02,1.1,1.01
ristima,,56,2.05,2.04,2.0,2.0,0,0,6,6,1.34,1.32,1.33,1.31
spetsialiseeruma,,56,1.54,1.48,1.0,1.0,0,0,4,4,1.09,1.01,1.09,1.0
vaagima,,56,2.05,2.02,2.0,2.0,0,0,4,4,1.03,1.0,1.03,0.99
vinguma,,56,1.45,1.39,1.0,1.0,0,0,4,3,0.99,0.93,0.98,0.92
ytlema,,56,1.18,1.16,1.0,1.0,0,0,3,3,0.51,0.5,0.5,0.49
ärgitama,,56,2.48,2.41,3.0,2.0,1,1,5,5,1.1,1.06,1.09,1.05
õmblema,,56,2.46,2.39,3.0,3.0,0,0,4,4,1.25,1.22,1.24,1.21
kahmama,,55,2.85,2.76,3.0,3.0,1,1,5,5,1.1,1.04,1.09,1.03
kandma,kaasas,55,3.27,3.05,3.0,3.0,1,1,6,6,1.27,1.16,1.26,1.15
kannatama,välja,55,2.56,2.4,3.0,2.0,0,0,4,4,0.98,0.85,0.97,0.84
kohmama,,55,1.36,1.35,1.0,1.0,0,0,4,4,0.87,0.84,0.86,0.84
konsulteerima,,55,2.6,2.47,2.0,2.0,0,0,7,6,1.31,1.21,1.3,1.2
lõbustama,,55,2.8,2.65,3.0,3.0,1,1,6,6,1.1,1.02,1.09,1.01
minema,järele,55,2.13,2.0,2.0,2.0,0,0,4,4,1.07,0.94,1.06,0.93
nakatama,,55,2.25,2.2,2.0,2.0,0,0,5,5,1.06,1.03,1.05,1.02
ostma,kokku,55,2.78,2.71,3.0,3.0,1,1,5,5,1.26,1.2,1.25,1.19
protestima,,55,2.27,2.27,2.0,2.0,0,0,5,5,1.06,1.06,1.05,1.05
pöörama,ringi,55,1.64,1.53,2.0,2.0,0,0,5,4,1.13,1.05,1.12,1.04
seirama,,55,2.73,2.64,3.0,3.0,1,1,5,4,0.87,0.75,0.86,0.75
soetama,,55,3.44,3.22,3.0,3.0,1,1,7,6,1.21,1.07,1.2,1.06
sätendama,,55,1.96,1.87,2.0,2.0,0,0,5,4,1.1,0.98,1.09,0.97
tõmbuma,tagasi,55,1.76,1.69,2.0,2.0,0,0,6,4,1.23,1.09,1.22,1.08
tüürima,,55,2.82,2.65,3.0,2.0,1,1,6,5,1.22,1.08,1.21,1.07
väsima,ära,55,1.6,1.51,2.0,1.0,0,0,4,3,0.89,0.81,0.89,0.81
õnnistama,,55,2.45,2.33,2.0,2.0,0,0,4,4,1.03,0.94,1.02,0.94
interpreteerima,,54,2.48,2.39,2.0,2.0,0,0,5,5,1.22,1.14,1.21,1.13
jätma,rahule,54,2.13,2.04,2.0,2.0,1,1,4,4,0.91,0.82,0.9,0.82
jõudma,järele,54,2.31,2.24,2.0,2.0,0,0,4,4,0.95,0.91,0.94,0.9
