lemma,compound,occurences,mean_kids,mean_kids_uniq,median_kids,median_kids_uniq,min_kids,min_kids_uniq,max_kids,max_kids_uniq,stdev_kids,stdev_kids_uniq,pstdev_kids,pstdev_kids_uniq
kerkima,täis,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kerkima,vastu,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kertsima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
keskenduma,külge,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
keskenduma,välja,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kestma,all,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
kestma,alles,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
khutsuma,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kibelema,edasi,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kigisema,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kihisema,kokku,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
kihisema,välja,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kihistama,kaasa,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kihutama,eest,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kihutama,"eest, ära",1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kihutama,ilma,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kihutama,kannul,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kihutama,kõrvale,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kihutama,"läbi, edasi",1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kihutama,"läbi, tagasi",1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kihutama,sisse,1,6.0,6.0,6.0,6.0,6,6,6,6,,,,
kihutama,taga,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kihutama,takka,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kihutama,täis,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kihutama,"vastu, mööda",1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kihutama,"välja, üles",1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kihutama,ära,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kihutama,"ära, edasi",1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kihvtitama,,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
kiidulaulduma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kiikama,alla,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kiikama,läbi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kiikama,tagasi,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kiikama,välja,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiikama,üles,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiikuma,edasi,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
kiikuma,mööda,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kiilanema,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kiiluma,vahele,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kiinduma,peale,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kiirendus-pidurduma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kiirgama,läbi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiirgama,vastu,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kiirguma,tagasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kiiritama,,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kiirustama,alla,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kiirustama,ette,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiirustama,juurde,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kiirustama,mööda,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kiirustama,peale,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kiirustama,ringi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kiirustama,taga,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
kiirustama,ära,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiirustama,üle,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
kiiskama,vastu,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kiitlema,edasi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiitma,edasi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kiitma,"heaks, välja",1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
kiitma,järele,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiitma,tagant,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiitma,vastu,1,6.0,6.0,6.0,6.0,6,6,6,6,,,,
kilama,ringi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiljahtama,,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
kiljatama,alla,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kilkama,kaasa,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kilkama,ringi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kilksatama,kokku,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kilksus-kolksuma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kilksutama,kokku,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kimama,edasi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kimama,mööda,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kimama,tagasi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kimama,ära,1,7.0,5.0,7.0,5.0,7,5,7,5,,,,
kimbutama,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kindlustama,võidu,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kinga-hirmuma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kinkima,kokku,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kinkima,tagasi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kinnastama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kinnitama,alla,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kinnitama,järele,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kinnitama,püsti,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kinnitama,ringi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kinnitama,välja,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kinnituma,külge,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kippuma,kaasa,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kippuma,maha,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kippuma,tagasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kippuma,üle,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kipruma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kipsima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kiretama,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kirguma,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kirguma,vastu,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kirisema,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kirjeldama,alla,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kirjeldama,pärast,1,6.0,6.0,6.0,6.0,6,6,6,6,,,,
kirjeldama,välja,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kirjendama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kirjutama,ilma,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kirjutama,kaasa,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
kirjutama,koos,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kirjutama,lahku,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kirjutama,lahti,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kirjutama,"lahti, alla",1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
kirjutama,mööda,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kirjutama,ringi,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
kirjutama,täis,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kirjutama,vahel,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kirjutama,vahele,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kirjutatama,lahti,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kirjutuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kirmetama,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kirotama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kirotama,all,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kiruma,ilma,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kiruma,vastu,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kirusime-vanduma,koos,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kisama,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kisama,järele,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kisendama,läbi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kiskuma,katki,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiskuma,kinni,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kiskuma,krampi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiskuma,läbi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kiskuma,"maha, ära",1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kiskuma,"pealt, lahti",1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kiskuma,pärani,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
kiskuma,täis,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiskuma,viltu,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiskuma,üle,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kissistama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kitkuma,välja,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kituma,,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
kiunlema,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiunuma,taga,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kiusama,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kiusama,pärast,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kiusatama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kivistama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kivistuma,ära,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
klammerduma,külge,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
klapitama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
klapitama,kokku,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
klappima,alla,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
klatshima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
klatšima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kleepima,ligi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kleepima,peale,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kleepima,sisse,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kleepima,täis,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kleepima,üle,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kleinema,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kliisterdama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kliksima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
klirisema,kinni,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
klirisesid-tärisema,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
klobistama,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
klobistama,alla,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
klobistama,kohale,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kloonima,juurde,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kloppima,all,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kloppima,sees,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kloppima,üles,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
klopsima,kinni,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
klugisema,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
klugistama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kluuksuma,,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
klähmima,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
klähvima,"ära, järele",1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
klõbima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
klõksatama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
klõksuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
klõmatama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
klõpsama,läbi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
klõpsama,välja,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
klõpsatama,all,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
klõpsuma,kinni,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
klõpsutama,ära,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
koaguleeruma,,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kobama,edasi,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
kobama,laiali,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kobama,mööda,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kobama,taga,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kobima,järgi,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kobima,peale,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kobima,sisse,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kobima,ära,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kobima,üles,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kobisema,alla,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kobistama,sisse,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kodeerima,kokku,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kodunema,ära,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
kodustama,ära,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kogema,peale,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
kogu-moodustama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koguma,alla,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
koguma,alles,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koguma,sisse,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koguma,üle,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kogunema,kohale,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kogunema,sisse,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kogunema,taha,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kogunema,üle,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kogunema,üles,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kohandama,ümber,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kohendama,vaja,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kohendama,välja,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kohisema,maha,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
kohkuma,eemale,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kohmerdama,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kohmerdama,ära,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
kohmetama,ära,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kohmitsema,lahti,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kohmitsema,maha,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kohmitsema,välja,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kohrutama,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kohtama,läbi,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
kohtama,tagasi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kohtuma,alles,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kohtuma,kokku,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kohtuma,läbi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kohtuma,peale,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kohtuma,ringis,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kohtuma,tagasi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kohtuma,välja,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
kohtuma,ära,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kohuma,kokku,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kohustama,ära,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kohutama,välja,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
kohvitama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kokkuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
koksama,kokku,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
koksatama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koksima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
koksima,välja,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
koksuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kolama,kaasas,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kolama,lähedal,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
kolanema,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kolestama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
koletsema,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kolima,alla,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
kolima,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kolima,ilma,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kolima,ühte,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kolisema,vastu,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kolistama,ette,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kolistama,läbi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kolkima,"ilma, läbi",1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kolksama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kolksatama,juurde,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kolksuma,all,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kolksuma,vastu,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kolkuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kollabeeruma,ära,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kollabseeruma,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kollama,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
kolletama,läbi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kolletama,ära,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kolmekordistama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
komberdama,ette,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
komberdama,järele,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
komberdama,maha,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
komberdama,mööda,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
komberdama,sisse,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
komberdama,vastu,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
komberdama,üles,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kombineerima,ümber,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kombineeruma,ringi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kommenteerima,tagasi,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
kommenteerima,välja,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
kommima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kommunikeerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kommunikeeruma,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kompenseerima,kokku,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kompima,läbi,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
kompnseerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
komposteeruma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kompsima,kaasa,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kondama,läbi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
konfereerima,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
konfigureerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
konfiskeerima,kokku,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
konksuma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
konkureerima,kokku,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
konnima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
konserveerima,ära,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
konsima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
konsolideerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
konspekteerima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
konstrueerima,välja,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
konsumeerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kontekstualiseerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kontrollima,kokku,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kontrollima,pealt,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kontrollima,välja,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
konutama,edasi,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
konutama,läbi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
konutama,"taga, asemel",1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
konversatsioonilinevahetuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
konverseerima,,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
konvertima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
konvoeerima,ära,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kooberdama,ringi,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
kooga-kaagatama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
koogama,ringi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
koogatama,,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
koogutama,kohal,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koolduma,üles,1,6.0,6.0,6.0,6.0,6,6,6,6,,,,
kooletama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
koolitama,juurde,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
koolitama,ära,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
koolutama,eemale,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koolutama,kõrvale,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
koondama,alla,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
koondama,peale,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
koondama,välja,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
koonduma,alla,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koonduma,kokku,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
koonduma,ümber,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
koopereerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koorima,edasi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
koorima,välja,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kooruma,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kooserdama,välja,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
koosnema,alla,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koosnema,"kokku, kokku",1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
koosnema,laiali,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koosnema,läbi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koosnema,üles,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
koostama,alles,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
koostama,tagasi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
koostuma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kopeerima,ära,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
kopeeruma,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
koperdama,jalus,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
koperdama,koha,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
koperdama,läbi,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
koperdama,otsa,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
koperdama,pihta,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
koperdama,ringi,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
koperdama,välja,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
kopsima,läbi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koputama,all,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koputama,alla,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koputama,sisse,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koputama,ära,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
korbatama,ära,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
korbatama,üle,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
kordama,järel,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kordama,mööda,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
kordama,välja,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
korisema,vastu,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
koristuma,,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
korjama,eest,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
korjama,külge,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
korjama,tarvis,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
korjama,täis,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
